"","loc","zip","zcta"
"1450","40.874,-73.883","10458","10458"
"1451","40.703,-73.993","10038","10038"
"1452","40.855,-73.911","10453","10453"
"1453","40.878,-73.885","10458","10458"
"1454","40.871,-73.907","10463","10463"
"1455","40.866,-73.904","10468","10468"
"1456","40.877,-73.884","10458","10458"
"1457","40.868,-73.893","10458","10458"
"1458","40.866,-73.89","10458","10458"
"1459","40.855,-73.903","10453","10453"
"1460","40.856,-73.9","10457","10457"
"1461","40.701,-73.985","11201","11201"
"1462","40.876,-73.886","10458","10458"
"1463","40.846,-73.909","10457","10457"
"1464","40.87,-73.886","10458","10458"
"1465","40.88,-73.886","10468","10468"
"1466","40.865,-73.902","10468","10468"
"1467","40.851,-73.929","10040","10040"
"1468","40.701,-73.989","11201","11201"
"1469","40.866,-73.909","10463","10463"
"1470","40.861,-73.903","10468","10468"
"1471","40.858,-73.896","10458","10458"
"1472","40.869,-73.897","10468","10468"
"1473","40.868,-73.881","10458","10458"
"1474","40.882,-73.887","10468","10468"
"1475","40.86,-73.906","10468","10468"
"1476","40.7,-73.986","11201","11201"
"1477","40.639,-74.027","11220","11220"
"1478","40.782,-73.96","10028","10028"
"1479","40.867,-73.902","10468","10468"
"1480","40.867,-73.886","10458","10458"
"1481","40.872,-73.885","10458","10458"
"1482","40.846,-73.917","10452","10452"
"1483","40.873,-73.907","10468","10468"
"1484","40.765,-73.982","10019","10019"
"1485","40.86,-73.913","10453","10453"
"1486","40.871,-73.893","10468","10468"
"1487","40.868,-73.888","10458","10458"
"1488","40.86,-73.909","10453","10453"
"1489","40.64,-74.02","11220","11220"
"1490","40.851,-73.906","10453","10453"
"1491","40.748,-73.974","10016","10016"
"1492","40.712,-74.01","10007","10007"
"1493","40.762,-73.987","10019","10019"
"1494","40.842,-73.942","10031","10031"
"1495","40.669,-73.966","11213","11213"
"1496","40.664,-73.963","11225","11225"
"1497","40.705,-74.008","10005","10005"
"1498","40.703,-74.011","10004","10004"
"1499","40.763,-73.983","10019","10019"
"1500","40.703,-73.99","11201","11201"
"1501","40.852,-73.903","10457","10457"
"1502","40.687,-73.982","11217","11217"
"1503","40.728,-73.955","11222","11222"
"1504","40.678,-74.017","11231","11231"
"1505","40.737,-74.036","07310","07310"
"1506","40.652,-73.976","11218","11218"
"1507","40.703,-73.932","11206","11206"
"1508","40.71,-73.931","11237","11237"
"1509","40.713,-73.968","11249","11211"
"1510","40.68,-73.97","11238","11238"
"1511","40.865,-73.928","10034","10034"
"1512","40.784,-73.954","10128","10128"
"1513","40.77,-73.982","10034","10034"
"1514","40.7,-73.974","11251","11211"
"1515","40.747,-73.948","11101","11101"
"1516","40.76,-73.985","10019","10019"
"1517","40.604,-74.02","11252","11209"
"1518","40.726,-73.974","10009","10009"
"1519","40.679,-73.979","11217","11217"
"1520","40.717,-74.009","10013","10013"
"1521","40.724,-73.979","10009","10009"
"1522","40.741,-73.936","11101","11101"
"1523","40.723,-73.983","10009","10009"
"1524","40.758,-73.979","10020","10020"
"1525","40.728,-73.985","10009","10009"
"1526","40.73,-73.996","10003","10003"
"1527","40.725,-73.981","10009","10009"
"1528","40.725,-73.984","10009","10009"
"1529","40.773,-73.914","11105","11105"
"1530","40.739,-74.002","10011","10011"
"1531","40.734,-73.992","10003","10003"
"1532","40.752,-73.993","10001","10001"
"1533","40.767,-73.971","10065","10065"
"1534","40.738,-74.006","10014","10014"
"1535","40.72,-74.009","10013","10013"
"1536","40.731,-73.983","10003","10003"
"1537","40.723,-74.003","10013","10013"
"1538","40.756,-73.994","10018","10018"
"1539","40.722,-74.011","10013","10013"
"1540","40.706,-74.013","10004","10004"
"1541","40.727,-73.988","10003","10003"
"1542","40.755,-74.001","10199","10199"
"1543","40.725,-73.999","10012","10012"
"1544","40.72,-73.979","10002","10002"
"1545","40.71,-73.992","10002","10002"
"1546","40.708,-74.014","10006","10006"
"1547","40.747,-74.004","10011","10011"
"1548","40.781,-73.985","10023","10023"
"1549","40.766,-73.977","10019","10019"
"1550","40.754,-73.997","10001","10001"
"1551","40.748,-73.996","10001","10001"
"1552","40.75,-74.027","07030","07030"
"1553","40.716,-73.982","10002","10002"
"1554","40.729,-74.012","10014","10014"
"1555","40.744,-74.044","07087","07087"
"1556","40.728,-74.012","10014","10014"
"1557","40.727,-74.034","07310","07310"
"1558","40.718,-74.044","07302","07302"
"1559","40.712,-74.039","07302","07302"
"1560","40.715,-74.043","07302","07302"
"1561","40.721,-74.038","07302","07302"
"1562","40.725,-74.078","07304","07304"
"1563","40.729,-74.032","07310","07310"
"1564","40.75,-73.95","11101","11101"
"1565","40.736,-74.029","07030","07030"
"1566","40.731,-74.064","07306","07306"
"1567","40.749,-74.04","07307","07307"
"1568","40.755,-74.027","07087","07087"
"1569","40.743,-74.032","07030","07030"
"1570","40.714,-74.034","07302","07302"
"1571","40.718,-74.048","07302","07302"
"1572","40.737,-74.028","07030","07030"
"1573","40.724,-74.035","07310","07310"
"1574","40.711,-74.056","07304","07304"
"1575","40.754,-74.032","07030","07030"
"1576","40.715,-74.038","07302","07302"
"1577","40.717,-74.033","07311","07311"
"1578","40.751,-74.034","07030","07030"
"1579","40.722,-74.071","07304","07304"
"1580","40.744,-74.035","07030","07030"
"1581","40.743,-74.04","07030","07030"
"1582","40.72,-74.043","07302","07302"
"1583","40.739,-74.039","07030","07030"
"1584","40.73,-73.99","10003","10003"
"1585","40.76,-73.98","10020","10020"
"1586","40.71,-73.99","10002","10002"
"1587","40.7,-74.01","10004","10004"
"1588","40.74,-73.98","10010","10010"
"1589","40.76,-73.96","10065","10065"
"1590","40.75,-73.98","10016","10016"
"1591","40.72,-74","10013","10013"
"1592","40.71,-73.96","11249","11211"
"1593","40.76,-73.94","11106","11106"
"1594","40.64,-74.03","11220","11220"
"1595","40.79,-73.97","10025","10025"
"1596","40.71,-74.01","10007","10007"
"1597","40.76,-73.9","11377","11377"
"1598","40.68,-73.96","11238","11238"
"1599","40.8,-73.97","10025","10025"
"1600","40.7,-73.93","11206","11206"
"1601","40.74,-74","10011","10011"
"1602","40.75,-73.99","10001","10001"
"1603","40.78,-73.99","10069","10069"
"1604","40.75,-73.97","10017","10017"
"1605","40.82,-73.93","10451","10451"
"1606","40.79,-73.96","10025","10025"
"1607","40.72,-73.94","11222","11222"
"1608","40.86,-73.89","10458","10458"
"1609","40.78,-73.98","10023","10023"
"1610","40.85,-73.94","10033","10033"
"1611","40.76,-73.97","10022","10022"
"1612","40.79,-73.94","10029","10029"
"1613","40.78,-73.95","10128","10128"
"1614","40.69,-73.99","11201","11201"
"1615","40.78,-73.96","10028","10028"
"1616","40.77,-73.98","10023","10023"
"1617","40.719,-74.034","07311","07311"
"1618","40.77,-73.95","10075","10075"
"1619","40.75,-74.01","10001","10001"
"1620","40.77,-73.99","10019","10019"
"1621","40.73,-74","10014","10014"
"1622","40.7,-73.97","11205","11205"
"1623","40.83,-73.9","10456","10456"
"1624","40.75,-73.91","11104","11104"
"1625","40.69,-73.94","11221","11221"
"1626","40.76,-73.99","10036","10036"
"1627","40.75,-73.93","11109","11109"
"1628","40.73,-73.98","10009","10009"
"1629","40.8,-73.95","10026","10026"
"1630","40.87,-73.91","10034","10034"
"1631","40.68,-73.94","11225","11225"
"1632","40.69,-74","11231","11231"
"1633","40.69,-73.97","11205","11205"
"1634","40.69,-73.98","11201","11201"
"1635","40.7,-73.91","11385","11385"
"1636","40.74,-73.96","11109","11109"
"1637","40.8,-73.96","10025","10025"
"1638","40.72,-73.98","10002","10002"
"1639","40.77,-73.91","11105","11105"
"1640","40.7,-74","11201","11201"
"1641","40.71,-73.91","11385","11385"
"1642","40.72,-74.02","10282","10282"
"1643","40.74,-73.95","11101","11101"
"1644","40.76,-73.95","10044","10044"
"1645","40.67,-73.99","11215","11215"
"1646","40.73,-73.96","11222","11222"
"1647","40.68,-73.98","11217","11217"
"1648","40.65,-74.02","11232","11232"
"1649","40.7,-73.94","11206","11206"
"1650","40.753,-74.024","07030","07030"
"1651","40.743,-74.027","07030","07030"
"1652","40.745,-74.033","07030","07030"
"1653","40.83,-73.92","10456","10456"
"1654","40.67,-73.98","11215","11215"
"1655","40.86,-73.91","10453","10453"
"1656","40.72,-73.96","11249","11211"
"1657","40.84,-73.89","10460","10460"
"1658","40.8,-73.94","10035","10035"
"1659","40.66,-74","11232","11232"
"1660","40.76,-73.93","11106","11106"
"1661","40.77,-73.93","11102","11102"
"1662","40.69,-73.96","11205","11205"
"1663","40.77,-73.96","10021","10021"
"1664","40.71,-73.97","11211","11211"
"1665","40.77,-73.89","11370","11370"
"1666","40.84,-73.92","10452","10452"
"1667","40.71,-74.02","10280","10280"
"1668","40.78,-73.91","11105","11105"
"1669","40.71,-73.93","11237","11237"
"1670","40.74,-73.97","10016","10016"
"1671","40.72,-73.95","11222","11222"
"1672","40.77,-73.94","10162","10162"
"1673","40.7,-73.9","11385","11385"
"1674","40.76,-73.92","11101","11101"
"1675","40.82,-73.91","10456","10456"
"1676","40.82,-73.96","10115","10115"
"1677","40.69,-73.91","11207","11207"
"1678","40.65,-74","11232","11232"
"1679","40.87,-73.93","10034","10034"
"1680","40.78,-73.92","11105","11105"
"1681","40.69,-73.95","11216","11216"
"1682","40.67,-73.96","11225","11225"
"1683","40.68,-73.95","11216","11216"
"1684","40.75,-74.03","07030","07030"
"1685","40.71,-73.9","11385","11385"
"1686","40.79,-73.98","10024","10024"
"1687","40.75,-73.94","11101","11101"
"1688","40.77,-73.97","10021","10021"
"1689","40.71,-73.98","11251","11211"
"1690","40.71,-74","10038","10038"
"1691","40.68,-73.99","11231","11231"
"1692","40.78,-73.97","10024","10024"
"1693","40.71,-73.95","11206","11206"
"1694","40.83,-73.93","10452","10452"
"1695","40.66,-73.98","11215","11215"
"1696","40.81,-73.95","10027","10027"
"1697","40.66,-73.96","11225","11225"
"1698","40.68,-74","11231","11231"
"1699","40.85,-73.9","10457","10457"
"1700","40.82,-73.89","10474","10474"
"1701","40.66,-74.01","11232","11232"
"1702","40.67,-73.95","11213","11213"
"1703","40.73,-73.95","11222","11222"
"1704","40.75,-73.9","11377","11377"
"1705","40.68,-73.93","11233","11233"
"1706","40.66,-73.99","11215","11215"
"1707","40.65,-73.97","11226","11226"
"1708","40.65,-74.01","11220","11220"
"1709","40.64,-74.01","11220","11220"
"1710","40.82,-73.94","10030","10030"
"1711","40.67,-74.01","11232","11232"
"1712","40.73,-73.94","11222","11222"
"1713","40.69,-74.01","10004","10004"
"1714","40.8,-73.93","10035","10035"
"1715","40.76,-73.91","11103","11103"
"1716","40.87,-73.89","10458","10458"
"1717","40.86,-73.9","10468","10468"
"1718","40.68,-74.01","11231","11231"
"1719","40.8,-73.91","10454","10454"
"1720","40.81,-73.91","10455","10455"
"1721","40.728,-74.044","07302","07302"
"1722","40.741,-74.042","07030","07030"
"1723","40.88,-73.89","10468","10468"
"1724","40.735,-74.047","07310","07310"
"1725","40.718,-74.084","07304","07304"
"1726","40.81,-73.92","10454","10454"
"1727","40.67,-74","11231","11231"
"1728","40.68,-74.02","11231","11231"
"1729","40.88,-73.88","10467","10467"
"1730","40.83,-73.95","10031","10031"
"1731","40.77,-73.92","11102","11102"
"1732","40.82,-73.9","10459","10459"
"1733","40.84,-73.94","10031","10031"
"1734","40.69,-74.03","10004","10004"
"1735","40.83,-73.91","10456","10456"
"1736","40.69,-73.93","11221","11221"
"1737","40.81,-73.96","10027","10027"
"1738","40.68,-73.9","11207","11207"
"1739","40.82,-73.92","10451","10451"
"1740","40.84,-73.91","10457","10457"
"1741","40.7,-73.92","11237","11237"
"1742","40.71,-73.92","11385","11385"
"1743","40.82,-73.95","10031","10031"
"1744","40.717,-73.984","10002","10002"
"1745","40.736,-74.03","07030","07030"
"1746","40.87,-73.9","10468","10468"
"1747","40.66,-73.97","11218","11218"
"1748","40.85,-73.91","10453","10453"
"1749","40.85,-73.92","10453","10453"
"1750","40.81,-73.93","10037","10037"
"1751","40.69,-74.02","10004","10004"
"1752","40.65,-73.98","11218","11218"
"1753","40.85,-73.93","10033","10033"
"1754","40.87,-73.92","10034","10034"
"1755","40.69,-73.92","11221","11221"
"1756","40.68,-73.91","11233","11233"
"1757","40.86,-73.92","10034","10034"
"1758","40.87,-73.88","10467","10467"
"1759","40.79,-73.93","10035","10035"
"1760","40.83,-73.89","10459","10459"
"1761","40.743,-74.052","07307","07307"
"1762","40.752,-74.03","07030","07030"
"1763","40.734,-74.062","07306","07306"
"1764","40.74,-73.94","11101","11101"
"1765","40.73,-73.97","10009","10009"
"1766","40.78,-73.93","10029","10029"
"1767","40.81,-73.89","10474","10474"
"1768","40.78,-73.94","10128","10128"
"1769","40.77,-73.9","11105","11105"
"1770","40.84,-73.88","10461","10461"
"1771","40.725,-74.046","07302","07302"
"1772","40.713,-74.036","07302","07302"
"1773","40.738,-74.067","07306","07306"
"1774","40.746,-74.028","07030","07030"
"1775","40.724,-74.051","07302","07302"
"1776","40.717,-74.05","07302","07302"
"1777","40.8,-73.92","10454","10454"
"1778","40.81,-73.9","10455","10455"
"1779","40.64,-73.98","11218","11218"
"1780","40.86,-73.93","10040","10040"
"1781","40.78,-73.9","11105","11105"
"1782","40.64,-74","11219","11219"
"1783","40.79,-73.92","11102","11102"
"1784","40.746,-74.038","07030","07030"
"1785","40.726,-74.05","07302","07302"
"1786","40.718,-74.039","07302","07302"
"1787","40.84,-73.93","10452","10452"
"1788","40.66,-73.95","11225","11225"
"1789","40.71,-74.04","07302","07302"
"1790","40.738,-74.042","07310","07310"
"1791","40.751,-74.024","07030","07030"
"1792","40.725,-74.068","07306","07306"
"1793","40.709,-73.931","11237","11237"
"1794","40.737,-74.031","07030","07030"
"1795","40.735,-74.06","07306","07306"
"1796","40.724,-74.064","07306","07306"
"1797","40.719,-74.071","07304","07304"
"1798","40.735,-74.05","07306","07306"
"1799","40.731,-74.058","07306","07306"
"1800","40.748,-74.032","07030","07030"
"1801","40.63,-74.02","11209","11209"
"1802","40.719,-74.051","07302","07302"
"1803","40.722,-74.046","07302","07302"
"1804","40.722,-74.043","07302","07302"
"1805","40.722,-74.05","07302","07302"
"1806","40.64,-73.97","11218","11218"
"1807","40.741,-74.029","07030","07030"
"1808","40.755,-73.991","10018","10018"
"1809","40.761,-73.985","10019","10019"
"1810","40.749,-73.999","10001","10001"
"1811","40.748,-73.973","10016","10016"
"1812","40.747,-74.008","10011","10011"
"1813","40.712,-74.016","10280","10280"
"1814","40.794,-73.963","10025","10025"
"1815","40.749,-73.976","10016","10016"
"1816","40.783,-73.959","10128","10128"
"1817","40.709,-74.01","10038","10038"
"1818","40.795,-73.962","10025","10025"
"1819","40.663,-73.961","11225","11225"
"1820","40.754,-73.98","10017","10017"
"1821","40.733,-73.995","10003","10003"
"1822","40.741,-73.986","10010","10010"
"1823","40.695,-73.99","11201","11201"
"1824","40.791,-73.965","10025","10025"
"1825","40.76,-73.976","10022","10022"
"1826","40.763,-73.939","11106","11106"
"1827","40.767,-73.965","10037","10037"
"1828","40.782,-73.953","10128","10128"
"1829","40.779,-73.959","10028","10028"
"1830","40.776,-73.965","10035","10035"
"1831","40.785,-73.971","10024","10024"
"1832","40.773,-73.983","10023","10023"
"1833","40.77,-73.983","10023","10023"
"1834","40.743,-74.001","10011","10011"
"1835","40.707,-74.016","10280","10280"
"1836","40.815,-73.959","10115","10115"
"1837","40.782,-73.95","10128","10128"
"1838","40.761,-73.968","10022","10022"
"1839","40.767,-73.977","10106","10019"
"1840","40.758,-73.962","10022","10022"
"1841","40.737,-73.977","10010","10010"
"1842","40.746,-74.007","10011","10011"
"1843","40.779,-73.953","10028","10028"
"1844","40.782,-73.959","10128","10128"
"1845","40.764,-73.983","10019","10019"
"1846","40.773,-73.962","10021","10021"
"1847","40.77,-73.953","10021","10021"
"1848","40.773,-73.968","10065","10065"
"1849","40.809,-73.95","10027","10027"
"1850","40.772,-73.991","10023","10023"
"1851","40.794,-73.965","10025","10025"
"1852","40.797,-73.947","10037","10037"
"1853","40.797,-73.971","10025","10025"
"1854","40.776,-73.983","10023","10023"
"1855","40.785,-73.983","10024","10024"
"1856","40.752,-73.983","10018","10018"
"1857","40.761,-74.004","10003","10003"
"1858","40.74,-74.004","10014","10014"
"1859","40.764,-73.986","10019","10019"
"1860","40.758,-73.959","10155","10022"
"1861","40.791,-73.953","10029","10029"
"1862","40.731,-73.98","10009","10009"
"1863","40.734,-74.004","10014","10014"
"1864","40.728,-73.98","10009","10009"
"1865","40.722,-73.986","10002","10002"
"1866","40.755,-73.989","10018","10018"
"1867","40.743,-73.995","10011","10011"
"1868","40.746,-73.998","10011","10011"
"1869","40.707,-73.935","11206","11206"
"1870","40.713,-73.965","11249","11211"
"1871","40.665,-73.989","11215","11215"
"1872","40.686,-73.953","11216","11216"
"1873","40.692,-73.977","11201","11201"
"1874","40.725,-73.983","10009","10009"
"1875","40.734,-74.007","10014","10014"
"1876","40.758,-73.998","10018","10018"
"1877","40.752,-73.941","11101","11101"
"1878","40.758,-73.944","11101","11101"
"1879","40.776,-73.929","11102","11102"
"1880","40.743,-73.953","11101","11101"
"1881","40.716,-73.947","11211","11211"
"1882","40.716,-73.989","10002","10002"
"1883","40.818,-73.917","10455","10455"
"1884","40.806,-73.908","10454","10454"
"1885","40.809,-73.923","10454","10454"
"1886","40.758,-73.923","11106","11106"
"1887","40.77,-73.935","11106","11106"
"1888","40.683,-73.944","11216","11216"
"1889","40.719,-73.95","11211","11211"
"1890","40.686,-73.917","11233","11233"
"1891","40.686,-73.914","11207","11207"
"1892","40.704,-73.917","11237","11237"
"1893","40.704,-73.905","11385","11385"
"1894","40.698,-73.899","11385","11385"
"1895","40.707,-73.923","11237","11237"
"1896","40.713,-73.92","11385","11385"
"1897","40.71,-73.923","11237","11237"
"1898","40.734,-73.995","10003","10003"
"1899","40.746,-73.983","10016","10016"
"1900","40.776,-73.98","10023","10023"
"1901","40.782,-73.98","10023","10023"
"1902","40.791,-73.974","10024","10024"
"1903","40.761,-73.998","10036","10036"
"1904","40.737,-74.01","10014","10014"
"1905","40.743,-73.998","10011","10011"
"1906","40.791,-73.968","10025","10025"
"1907","40.761,-73.986","10036","10036"
"1908","40.764,-73.959","10021","10021"
"1909","40.797,-73.938","10029","10029"
"1910","40.8,-73.941","10035","10035"
"1911","40.791,-73.947","10029","10029"
"1912","40.794,-73.962","10025","10025"
"1913","40.809,-73.938","10037","10037"
"1914","40.812,-73.923","10454","10454"
"1915","40.812,-73.914","10456","10456"
"1916","40.815,-73.911","10455","10455"
"1917","40.788,-73.953","10029","10029"
"1918","40.779,-73.95","10128","10128"
"1919","40.782,-73.947","10128","10128"
"1920","40.776,-73.95","10028","10028"
"1921","40.829,-73.918","10456","10456"
"1922","40.758,-73.969","10022","10022"
"1923","40.741,-73.978","10016","10016"
"1924","40.796,-73.951","10026","10026"
"1925","40.809,-73.947","10027","10027"
"1926","40.71,-73.998","10038","10038"
"1927","40.714,-74.067","07304","07304"
"1928","40.683,-73.911","11233","11233"
"1929","40.794,-73.95","10029","10029"
"1930","40.794,-73.971","10024","10024"
"1931","40.726,-74.049","07302","07302"
"1932","40.716,-74.041","07302","07302"
"1933","40.724,-73.996","10012","10012"
"1934","40.756,-73.967","10022","10022"
"1935","40.79,-73.977","10024","10024"
"1936","40.741,-74.001","10011","10011"
"1937","40.682,-73.961","11238","11238"
"1938","40.738,-74.004","10014","10014"
"1939","40.75,-74.002","10001","10001"
"1940","40.753,-73.94","11101","11101"
"1941","40.778,-73.955","10028","10028"
"1942","40.708,-74.002","10038","10038"
"1943","40.675,-73.985","11215","11215"
"1944","40.783,-73.981","10024","10024"
"1945","40.688,-73.979","11217","11217"
"1946","40.683,-73.983","11217","11217"
"1947","40.759,-73.969","10022","10022"
"1948","40.733,-73.992","10003","10003"
"1949","40.785,-73.95","10128","10128"
"1950","40.7,-73.991","11201","11201"
"1951","40.694,-73.991","11201","11201"
"1952","40.764,-73.966","10065","10065"
"1953","40.685,-73.987","11217","11217"
"1954","40.703,-73.988","11201","11201"
"1955","40.704,-74.008","10005","10005"
"1956","40.672,-73.993","11215","11215"
"1957","40.667,-73.957","11225","11225"
"1958","40.669,-73.995","11215","11215"
"1959","40.753,-74.003","10001","10001"
"1960","40.67,-73.995","11215","11215"
"1961","40.857,-73.89","10458","10458"
"1962","40.854,-73.893","10457","10457"
"1963","40.854,-73.89","10457","10457"
"1964","40.863,-73.896","10458","10458"
"1965","40.863,-73.89","10458","10458"
"1966","40.854,-73.887","10458","10458"
"1967","40.842,-73.881","10460","10460"
"1968","40.848,-73.887","10457","10457"
"1969","40.854,-73.902","10457","10457"
"1970","40.857,-73.902","10453","10453"
"1971","40.851,-73.902","10457","10457"
"1972","40.851,-73.905","10453","10453"
"1973","40.845,-73.902","10457","10457"
"1974","40.86,-73.899","10468","10468"
"1975","40.866,-73.896","10468","10468"
"1976","40.842,-73.884","10460","10460"
"1977","40.854,-73.905","10453","10453"
"1978","40.86,-73.893","10458","10458"
"1979","40.848,-73.893","10457","10457"
"1980","40.854,-73.911","10453","10453"
"1981","40.857,-73.881","10458","10458"
"1982","40.857,-73.884","10458","10458"
"1983","40.866,-73.893","10458","10458"
"1984","40.863,-73.893","10458","10458"
"1985","40.857,-73.887","10458","10458"
"1986","40.86,-73.896","10458","10458"
"1987","40.866,-73.884","10458","10458"
"1988","40.851,-73.893","10457","10457"
"1989","40.86,-73.902","10468","10468"
"1990","40.854,-73.884","10458","10458"
"1991","40.854,-73.908","10453","10453"
"1992","40.86,-73.887","10458","10458"
"1993","40.848,-73.89","10457","10457"
"1994","40.869,-73.899","10468","10468"
"1995","40.863,-73.899","10468","10468"
"1996","40.869,-73.902","10468","10468"
"1997","40.866,-73.899","10468","10468"
"1998","40.857,-73.899","10457","10457"
"1999","40.842,-73.878","10460","10460"
"2000","40.863,-73.902","10468","10468"
"2001","40.845,-73.911","10457","10457"
"2002","40.845,-73.899","10457","10457"
"2003","40.866,-73.902","10468","10468"
"2004","40.845,-73.914","10453","10453"
"2005","40.848,-73.908","10453","10453"
"2006","40.854,-73.899","10457","10457"
"2007","40.776,-73.96","10075","10075"
"2008","40.705,-74.015","10006","10006"
"2009","40.68,-73.995","11231","11231"
"2010","40.698,-73.992","11201","11201"
"2011","40.752,-73.995","10001","10001"
"2012","40.77,-73.989","10040","10040"
"2013","40.737,-73.989","10003","10003"
"2014","40.734,-73.986","10003","10003"
"2015","40.722,-73.995","10012","10012"
"2016","40.752,-73.989","10018","10018"
"2017","40.767,-73.989","10019","10019"
"2018","40.752,-73.977","10170","10170"
"2019","40.734,-73.977","10010","10010"
"2020","40.74,-73.986","10010","10010"
"2021","40.761,-73.989","10036","10036"
"2022","40.764,-73.998","10036","10036"
"2023","40.749,-73.989","10001","10001"
"2024","40.716,-74.016","10282","10282"
"2025","40.746,-73.986","10035","10035"
"2026","40.749,-73.983","10016","10016"
"2027","40.758,-73.977","10035","10035"
"2028","40.728,-73.995","10012","10012"
"2029","40.737,-74.007","10014","10014"
"2030","40.731,-73.992","10003","10003"
"2031","40.719,-73.989","10002","10002"
"2032","40.8,-73.956","10026","10026"
"2033","40.803,-73.956","10026","10026"
"2034","40.761,-73.962","10065","10065"
"2035","40.728,-73.953","11222","11222"
"2036","40.716,-73.935","11211","11211"
"2037","40.704,-73.926","11237","11237"
"2038","40.692,-73.944","11221","11221"
"2039","40.692,-73.95","11206","11206"
"2040","40.692,-73.992","11201","11201"
"2041","40.74,-73.998","10011","10011"
"2042","40.782,-73.986","10069","10069"
"2043","40.809,-73.959","10027","10027"
"2044","40.755,-73.974","10170","10170"
"2045","40.743,-73.98","10016","10016"
"2046","40.749,-73.986","10118","10001"
"2047","40.761,-73.995","10036","10036"
"2048","40.743,-73.983","10016","10016"
"2049","40.737,-73.983","10010","10010"
"2050","40.692,-73.983","11201","11201"
"2051","40.701,-73.932","11237","11237"
"2052","40.719,-74.001","10013","10013"
"2053","40.716,-73.962","11249","11211"
"2054","40.716,-73.959","11211","11211"
"2055","40.731,-73.953","11222","11222"
"2056","40.743,-73.95","11101","11101"
"2057","40.743,-73.956","11109","11109"
"2058","40.746,-73.944","11101","11101"
"2059","40.746,-73.95","11101","11101"
"2060","40.746,-73.959","11101","11101"
"2061","40.722,-73.953","11222","11222"
"2062","40.746,-73.935","11109","11109"
"2063","40.725,-73.947","11222","11222"
"2064","40.725,-73.95","11222","11222"
"2065","40.722,-73.944","11222","11222"
"2066","40.719,-73.956","11211","11211"
"2067","40.737,-73.953","11222","11222"
"2068","40.716,-73.944","11211","11211"
"2069","40.725,-73.944","11222","11222"
"2070","40.692,-73.98","11201","11201"
"2071","40.686,-73.977","11217","11217"
"2072","40.677,-73.965","11238","11238"
"2073","40.68,-73.968","11238","11238"
"2074","40.689,-73.959","11221","11221"
"2075","40.695,-73.989","11201","11201"
"2076","40.731,-73.947","11222","11222"
"2077","40.722,-73.956","11249","11211"
"2078","40.71,-73.962","11211","11211"
"2079","40.713,-73.962","11211","11211"
"2080","40.707,-73.947","11206","11206"
"2081","40.713,-73.95","11211","11211"
"2082","40.686,-73.983","11217","11217"
"2083","40.689,-73.986","11217","11217"
"2084","40.704,-73.989","10002","10002"
"2085","40.695,-73.992","11231","11231"
"2086","40.689,-73.992","11201","11201"
"2087","40.698,-73.986","11201","11201"
"2088","40.701,-73.971","11251","11211"
"2089","40.674,-73.974","11215","11215"
"2090","40.677,-73.974","11217","11217"
"2091","40.674,-73.962","11238","11238"
"2092","40.665,-73.977","11215","11215"
"2093","40.695,-73.962","11205","11205"
"2094","40.677,-73.956","11238","11238"
"2095","40.671,-73.959","11238","11238"
"2096","40.662,-73.98","11215","11215"
"2097","40.746,-74.001","10011","10011"
"2098","40.761,-73.983","10019","10019"
"2099","40.779,-73.947","10128","10128"
"2100","40.761,-73.992","10036","10036"
"2101","40.779,-73.98","10023","10023"
"2102","40.74,-73.974","10016","10016"
"2103","40.749,-73.974","10017","10017"
"2104","40.74,-73.983","10010","10010"
"2105","40.779,-73.977","10023","10023"
"2106","40.758,-73.995","10003","10003"
"2107","40.767,-73.986","10019","10019"
"2108","40.755,-73.986","10036","10036"
"2109","40.776,-73.986","10023","10023"
"2110","40.776,-73.944","10128","10128"
"2111","40.749,-74.004","10001","10001"
"2112","40.806,-73.962","10027","10027"
"2113","40.767,-73.98","10019","10019"
"2114","40.77,-73.965","10021","10021"
"2115","40.725,-74.004","10012","10012"
"2116","40.719,-74.01","10013","10013"
"2117","40.716,-74.01","10013","10013"
"2118","40.713,-73.998","10038","10038"
"2119","40.713,-73.98","10002","10002"
"2120","40.731,-73.959","11222","11222"
"2121","40.737,-73.959","11222","11222"
"2122","40.728,-73.959","11222","11222"
"2123","40.71,-74.001","10038","10038"
"2124","40.716,-73.995","10002","10002"
"2125","40.704,-74.013","10004","10004"
"2126","40.713,-73.992","10002","10002"
"2127","40.734,-73.989","10003","10003"
"2128","40.752,-73.974","10017","10017"
"2129","40.719,-74.013","10282","10282"
"2130","40.752,-74.004","10001","10001"
"2131","40.767,-73.995","10019","10019"
"2132","40.728,-73.998","10014","10014"
"2133","40.767,-73.992","10019","10019"
"2134","40.701,-74.013","10004","10004"
"2135","40.728,-74.01","10013","10013"
"2136","40.722,-73.998","10012","10012"
"2137","40.674,-73.953","11216","11216"
"2138","40.668,-73.989","11215","11215"
"2139","40.689,-74.001","11231","11231"
"2140","40.707,-73.941","11206","11206"
"2141","40.707,-73.968","11249","11211"
"2142","40.677,-73.968","11238","11238"
"2143","40.686,-73.974","11217","11217"
"2144","40.722,-73.98","10009","10009"
"2145","40.719,-73.995","10013","10013"
"2146","40.722,-73.983","10009","10009"
"2147","40.779,-73.989","10069","10069"
"2148","40.716,-74.033","07311","07311"
"2149","40.845,-73.881","10460","10460"
